post likes,post date,post caption,comments,time per comment,user per comment,likes per comment,num of comments,source,num of followers
138,"Jan 4, 2024","[GIVEAWAY CLOSED] New year, new goals, new gifts 🎁 Enter to win an iPad Pro + 2x free tickets to a Skillshare Live Session of your choice, and follow your creative dreams in 2024.

Get started on Skillshare to enter ⛄️ Link in bio!

Eligibility: No purchase necessary. First-time Skillshare users, US only. Must be 18 years of age or older. Winner will be randomly selected by January 26, 2024. Official giveaway rules: https://skl.sh/gift23li","['I have already signed up', 'Wow wow wow', 'Shoulda waited to sign up for this 😂', 'How about a giveaway for loyal subscribers?', 'Does i have to be new to skillshare? Or is this giveaway open to existing users?', 'GASP', ""A little sad that I'm based in europe""]","['2w', '2w', '3w', '4w', '4w', '4w', '4w']","['kalakritibykeerty', 'kalakritibykeerty', 'art_of_cristo', 'dottiesamm', 'shabnamfathima_mk', 'eggbunni', 'mbart.png']","['0', '0', '0', '1 like', '0', '1 like', '1 like']",7,skillshare,615000.0
251,"Jan 4, 2024",Stepping into the new year like this animation by @Gabi_jardine 🪄 #aftereffectsedit #aftereffects #photoshop #skillshare,[],[],[],[],0,skillshare,615000.0
"1,101","Oct 25, 2023","Want to grow your freelance business? Marketing consultant @isisbreanna has some helpful tips for you 🚀

📨 Make your first email count
🎥 Batch creating content helps keep you consistent
💭 Get to know yourself before selling to others

Dive into her new classes on Skillshare to get all the tips you need to define and attract your dream audience! Tap the link in bio now to learn with Isis 👆 #marketing #entrepreneur #smallbiz #skillshare","['I love it 😍😍😍', 'Love itttttt 🔥🔥🔥🔥', ""I'm doing this course today and I'm feeling so inspired and motivated to get back on track creating content to promote my business! Thank you! ❤️"", 'I greatly appreciate your tips. It is exactly what I need. 🥰❤️', 'Yesss to all of this!!!', 'Yaaay. Off to find it 🔥🔥', 'Global Genius Isis 🙌😍', '🔥🔥 so great to see you killing it!', 'Realistic actionable tips 🙌🏾🙌🏾🤌🏾', 'She’s amazing! Can’t wait to check this out! 🔥', 'Awesome sugar. I jumped on it real fast 😂', '@iamsymphoniepoaty she reminds me so much of you! I love her and you lol! ❤️', '👏👏👏', 'Awesome!!! Need this❤️', 'So damn proud of you Isis!!! ❤️😢']","['10w', '11w', '11w', '11w', '11w', '11w', '11w', '11w', '11w', '11w', '11w', '11w', '11w', '11w', '11w']","['aboutmylife_sb', 'studios_africa', 'cafehenry.studio', 'viralprimenet', 'courseswithcrisha', 'debbyokoye_', 'destiny_nwebe', 'improve_my_pronunciation', 'lashaynaria', 'hellopaulinalm', 'blackgirlbossaffirmations', 'vee_alexei', 'aunatherlevel', 'asiabmontgomery', 'keeps_it1cayy']","['0', '0', '0', '0', '0', '1 like', '1 like', '0', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like']",15,skillshare,615000.0
"1,639","Dec 21, 2023",ICYMI: Learn to use Procreate Dreams from our teachers @LisaBardot @design_with_smit @dannifs @thepigeonletters 💚 Check out Procreate x Skillshare Live Sessions at our link in bio.,"['Really exciting to use this one😍', 'Garbage ass company that tricks people into paying for a membership. Do not support skillshare. They don’t care about their customers and there’s tons of free/cheaper resources to learn with. Support the artists directly from their websites and patreons, etc.', '😍😍', 'I might just teach myself how to animate all 2024 🔥']","['3w', '3w', '3w', '3w']","['shakybash1', 'manno_chromatic', 'ruby.hunt3r', 'luey2point0']","['0', '3 likes', '0', '1 like']",4,skillshare,615000.0
169,"Dec 6, 2023","Since @sophiajcarey found film, they haven’t spent a day apart 🎞

🏷 #mamiya #film #filmcamera #filmphotographer #photographer","['👏🏽👏🏽👏🏽', '👏👏👏🔥', '🔥🔥 @sophiajcarey', '🔥🔥🔥', '@sophiajcarey so good!', '❤️❤️❤️']","['5w', '5w', '5w', '5w', '5w', '5w']","['sentrosifilm', 'jen_py13', 'darnelltemenu', 'vincentperryjr', 'rmota.co', 'sophiajcarey']","['0', '0', '0', '0', '1 like', '0']",6,skillshare,615000.0
975,"Nov 28, 2023","There’s truly nothing as satisfying as watching a gelli image transfer made by @Froyleart 🖼 Learn to make your own at our link in bio!

🏷 #imagetransfer #gelliprintimagetransfer #collage #gelliprint #gelliprinting #gelliarts #makingcollage #mixedmediaartist #skillshare","[""It's perfect! How long did you let it dry before you pulled the print off the gelli plate?"", 'Can u use fabric printing ink a@d pop onto a t shirt? Would it work?', 'Shut up!🙌🙌 That was cool. ❤️', 'Oh no, it looks amazing! But do I need another art project, well yes! Lol', 'Very nice !! What magazine did you use pls...it never works when I try...😢', '👌👌👌', 'ooh I love this', '@andreaokesonart', 'So crazy how that works!!']","['1w', '6w', '6w', '6w', '6w', '7w', '7w', '7w', '7w']","['blue_glass_panda', 'debbbateman', 'christinephillipsfashiondesign', 'anner7drex', 'boonritabo', 'malihe.amade.art', 'mysticalmanifest', 'agoodwinter', 'lyn_notline']","['1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '2 likes', '3 likes', '2 likes']",9,skillshare,615000.0
353,"Jan 11, 2024",Text the group chat: it’s time to throw a paint night 🎨 Follow along @biancarayala’s class at our link in bio! #watercolor,"['Stunning! 😮', 'Beautiful 😍', 'She is an amazing teacher 🫶']","['2d', '4d', '4d']","['dsweet55', 'valsaa_artnsoul', 'artica_katherine']","['0', '0', '1 like']",3,skillshare,615000.0
70,"Oct 17, 2023","Don't just take our word for it 😉 ⁠
⁠
Hear what students have to say about Skillshare Live Sessions 👆 Join us for the next session — sign up today through our link in bio! ⁠
⁠
🏷️ #skillshare #skillsharelivesession #creativity",[],[],[],[],0,skillshare,615000.0
95,"Nov 8, 2023","Calling all creators 📣 Take @isisbreannaa’s advice and remember these “3 C’s” when it comes to content creation:

🤝 Connect with your audience
💭 Convict their emotions
👥 Convert your community into customers

Link in bio to learn more in Isis’ classes on Skillshare!

🏷️ #marketing #entrepreneurship #smallbiztips #smallbiz #skillshare","['@isisbreanna always teaches us the best strategies in such a simple yet impactful way! I can’t wait to check this out', 'Also, the joyful colors of that sweater 😍', 'talented women are adorable and inspiring ❤️', 'Love the advice ♡']","['8w', '9w', '9w', '9w']","['majestyacheampong', 'alexagnic', 'hnbchoob', 'blissinfluence']","['0', '0', '0', '0']",4,skillshare,615000.0
693,"Nov 21, 2023","Add a little bit of *pizzazz* to that iPhone content sitting in your albums with Procreate Dreams 📲

Join Smitesh Mistry to learn how to create captivating animated videos for your social media in his upcoming Live Session. Grab your FREE ticket at our link in bio 🎟️

#ProcreateDreams #Animation #Skillshare","['Will this live class be available as a Skillshare course for those who didn’t sign up but have a Skillshare membership?', 'looks great', '😍', 'Skillshare has live classes ? 😱 I never knew this', 'Need to reactivate my Skillshare account ☺️🙌🏾 Excited to get into procreate dreams!', 'Will we get certificate after completing the class and project submission?', 'Will this live clases be available for rewatch later??', 'OMG IM SO EXCITED', 'how to join? inside skillshare or on instagram?']","['6w', '6w', '7w', '7w', '7w', '7w', '7w', '7w', '7w']","['ishathigaleart', 'itsjayinks', 'heidilu16', 'makeoversbymeme', 'freedpodcast', 'shabnamfathima_mk', 'diana_crlna', 'sravyaa', 'aldente_studio_']","['0', '0', '0', '1 like', '0', '0', '1 like', '1 like', '0']",9,skillshare,615000.0
"5,025","Dec 21, 2023",Let’s talk about easing in Procreate Dreams with @jaromvogel ✍️ #ProcreateDreams #Procreate #Skillshare,"['It’s look simple but it’s not', '@procreate when can we expect more easing presets or custom earrings 🙏🙏?', 'Yeaaaaa🔥', 'Is it free software?', 'Cool', 'Feature request to default all easing to linear ✨', 'Приложение вообще не нравится, очень сложное для восприятия. Нужно много чего дорабатывать, сырой продукт. Убивает много времени на простые вещи. Не стоит своих денег. Разочарован. Procreate пока на голову выше. Ему далеко до него. Жду интуитивного управления. Большие надежды на вас друзья', 'Are there full courses that walk you through the entire app?', 'Updates look pretty promising so far. Just waiting on a brush cursor so i can finally get serious with using the app.', 'I love @callipeg.app', 'Love your explanation, Jarom!!', 'Ahhh this is awesome @jaromvogel! 💕', 'Is the course already available on Skillshare?']","['2w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w']","['nada909', 'louis_ansa', 'anggarvino', 'aritrame', 'tartan.art', 'ruralidyll', 'magacci', 'driadraws_', 'office.gossip', 'skch.anim', 'lisabardot', 'lauren.ipsum', 'annesophiegaudetart']","['2 likes', '0', '2 likes', '2 likes', '1 like', '0', '1 like', '8 likes', '9 likes', '3 likes', '1 like', '1 like', '1 like']",13,skillshare,615000.0
185,"Oct 18, 2023","Get ready with artist @the_goldencanvas for a Skillshare 1-on-1 Session! These sessions pair you directly with industry leaders for video chats, giving you the time, space, and individual attention to connect with experts in your field.

Sign up for a 1-on-1 Session and get:
👥 A private, personalized class
📂 Portfolio feedback
💡 Professional development and individualized advice

Ready to work with your favorite Skillshare teacher? Browse through 1-on-1 Sessions at the link in our bio.

#GRWM #CreativeCareer #CareerAdvice #CareerDevelopment #Careergoals #Skillshare","['talented women are adorable and inspiring ❤️', 'Eeep', 'It was such a lovely session! ❤️❤️❤️✨✨', 'Love this ❤️', 'Why pay for therapy when you can do a 1-on-1 skillshare coaching session 😍', '💯']","['11w', '12w', '12w', '12w', '12w', '12w']","['hnbchoob', 'lrchwatt', 'marienoellewurm', 'jerickahandie', 'the_goldencanvas', 'afro_eclectic']","['0', '0', '0', '0', '5 likes', '1 like']",6,skillshare,615000.0
104,"Nov 9, 2023","Fall called—it wants you to learn to bake this cinnamon cake! 🍂🍰 Get your fix with more drool-worthy desserts from @bakingwithemms on IG.

🏷️ #baking #homebaking #bakestagram #cakesofinstagram #bakingtime #bakingcake #fallrecipes",[],[],[],[],0,skillshare,615000.0
455,"Oct 19, 2023","Embrace the tools that fuel your creativity! For artist @lilstarnerd sketchbooks, hobbies, and the beauty of nature support her art.

What are some of the tools that help support you? Drop them below👇🌿🎨 #creativity #sketchbook #skillshareteacher #skillshare",[],[],[],[],0,skillshare,615000.0
197,"Nov 7, 2023","Artist and author Grace Miceli (@artbabygirl) knows how to get creative—and colorful!—with her small NYC space 🏙️

Take a peek inside Grace’s apartment-turned-home-studio to see how she’s created both a functional *and* imaginative space for herself. From flexible desk set-ups, to walls covered with inspiring artwork created by family & friends, Grace’s home is a creative’s sanctuary 🎨

Watch the full Studio Tour on our YouTube now - tap the link in bio!
#studiotour #smallspaces #skillshare","['❤️❤️❤️', 'icon literally 🌟']","['9w', '9w']","['planet.bridget', 'heartshapedchain']","['2 likes', '3 likes']",2,skillshare,615000.0
400,"Oct 16, 2023",Jumping headfirst into the new week like we're chasing our dreams 💫 Art by digital collage artist and Skillshare teacher @kelleybrenburke #collage #collageartist #skillshare,"['😍', 'Yay @kelleybrenburke! This is great!']","['12w', '13w']","['sk_jen___', 'lucylambriex']","['0', '5 likes']",2,skillshare,615000.0
160,"Jan 5, 2024","What’s on your mood board for 2024? If you need some inspo, let artist @jingnotjane be your guide💡

See how she creates her very own mood board, where every piece tells a story. Tap the link in bio to watch more 🎨

#moodboard #skillshare",['Doraemon! 😺💙'],['6d'],['queeniescards'],['0'],1,skillshare,615000.0
763,"Nov 28, 2023","We love a good watercolor tutorial 🎨 Our latest obsession? This 🍐 by @inkpapersquirrel. Hit the link in our bio to learn her painting techniques.

🏷 #watercolor #watercolorartist #watcolorpaint #watercolortutorial #skillshare","['Beautiful', ""You're really owning the warm colour palette now Elina!😍"", 'Amazing 🤩 👏', 'Beautifully done 😍😍']","['6w', '6w', '6w', '6w']","['janroes57', 'susanhalfhideartworks', 'artlover.divyam', 'artisticyogita']","['1 like', '1 like', '1 like', '1 like']",4,skillshare,615000.0
698,"Dec 14, 2023",The wheel and @fromtreetosea meet again 🏺 #ceramicartist #ceramics,"['That planter and plant is so damn cute!!!', 'This is so mesmerizing it makes me want to learn how to make pottery 😍', '❤️❤️', 'This puts me in a trance and I’m not mad about it', 'Beautiful! You’re amazing <3', 'this looks so nice! love to have u back on youtube too 🤎', 'Loving the new corner setup and the plant! ❤️', 'That last pull though 👀❤️🥰', 'Love this! 💖✨']","['3w', '4w', '4w', '4w', '4w', '4w', '4w', '4w', '4w']","['brattoceramics', 'theboulderdoods', 'eauseapottery', 'mmmitzi', 'withfeel1ngs', 'anjinhe', 'isseyroquet', 'bol.studioss', 'amdroz']","['2 likes', '2 likes', '1 like', '2 likes', '3 likes', '3 likes', '2 likes', '2 likes', '2 likes']",9,skillshare,615000.0
"1,433","Dec 1, 2023","Hello December 🌲 Handmade holiday cards for Christmas...if we’re being honest it’s the little things 🥰 Learn how to recreate your own festive watercolor cards in @jolypoa’s class at our link in bio!

🏷 #DIYcards #handmadecard #christmascards #chrismas #DIYletter #skillshare #watercolor #watercolorartist #watercolortutorial","['You are so talented, I could watch all day!', 'Very nice! Thank you!', '😍', '👏👏👏😢✨✨', ""Can't find this class on Skillshare😢"", 'So hübsch 🥰']","['4w', '5w', '5w', '6w', '6w', '6w']","['jonispearinteriordesign', 'mfcarlon', 'maelia.greenleaf', 'millcotton_factories', 'hansiburli692022', 'fixed.nature']","['0', '0', '0', '1 like', '0', '1 like']",6,skillshare,615000.0
"4,470","Nov 11, 2023","Falling in love with the colors of autumn 🍂 From vibrant hues to creative techniques, watercolor artist and Skillshare teacher @jolypoa has plenty to learn from at our link in bio.

🏷️ #watercolor #watercolorartist #watercolorart #skillshare","['The colors are so pretty!', 'Beautiful colors! 😍', '❤️', 'So simple but so creative.', '@carolfrischvilleneuve let’s try this!', 'So beautiful!', 'I cancelled my account and your company still debited my account, can you please contact me?', '😯😯😯', 'Sério? Ela fazendo parece tão fácil! Talento ! Parabéns !', 'So inspiring😍', 'Your artwork is always beautiful!😍', 'What brush are you using?', 'gorgeous.', 'Lovely!!😍', 'The artist is great but Skillshare is TOO EXPENSIVE!']","['5w', '7w', '8w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w']","['scrapbook__artist', 'musicboxdancer', 'stackmaryc', 'indanthroneviolet', 'linzpjam', 'hstreetchic', 'we_are_all_lying', 'gomeslgeo', 'eng_drones', 'watercolor_by_m', 'patkozrob', 'cloudierart', 'janicedarbyphoto', 'bayronhandmade', 'hkaybell']","['0', '0', '0', '1 like', '0', '0', '1 like', '0', '0', '0', '0', '0', '0', '0', '0']",15,skillshare,615000.0
58,"Nov 15, 2023","Give your holiday spread the spotlight it deserves 🍰📸 @rosellenene’s Skillshare classes show how simple props can transform your food shots, proving you don’t need a chef’s kitchen—just your artistic eye and her pro tips!

Check out all her food photography classes at the link in our bio.

🏷️ #FoodPhotography #Foodphotographytips #Photography #Creativefoodphotography #Foodstylingandphotography #Foodphotographystyling #Skillshare",['@hox_richard the best 📈💰'],['1w'],['taylor.parrish'],['0'],1,skillshare,615000.0
"8,609","Oct 30, 2023","Hey there, earthlings 🛸 Come join @teflonsega in the virtual world and learn to create your very own 3D avatar!

If you’ve been curious about VR, VTubing, or just want to peek inside the metaverse, this class is for you. Teflon will be your guide through all the steps you need to:

🤳 Scan yourself into a realistic avatar
💡 Adjust lighting and frame your avatar
💻 Animate your avatar in real-time using #UnrealEngine
🎥 Start up your virtual camera and get ready to live-stream

Tap the link in bio to learn with Teflon in this brand-new Skillshare class 👆

#teflonsega #metaverse #vtubing #3danimation #animation","['Hook me up please', 'This is really cool bro how can you but me down with an Avata.🙌', 'Yes !!!', 'Can you share the link??', 'Connect me...as Avatar plz😁', '👋💯🎯🙏✨ that’s truth bro!', '🥰🥰🥰', 'Interest', 'How do I learn?', ""I'm ready to get into it!"", 'Avatar ? Bro i wanna learn the whole craft', 'That’s cool! DM’d you :)', '🔥🔥🔥', 'This is rad']","['1w', '1w', '1w', '2w', '3w', '3w', '3w', '4w', '4w', '4w', '4w', '4w', '4w', '4w']","['plexaton9', 'rgamez7270', 'mistresssofia1', 'beautygurufunkmaster', 'sheil_a9817', 'shakuhachi_hawaii', 'tiffanydeanfelix', 'domimic_godwin', 'sarahwrites21', 'trucenow', 'p.3ac.e', 'mia.y.wang', 'kingngabear', 'darkfeather_636']","['0', '0', '0', '0', '0', '0', '0', '0', '1 like', '0', '1 like', '0', '0', '1 like']",14,skillshare,615000.0
784,"Dec 8, 2023","Paint DIY watercolor cards for everyone on your list 🎄📬 Learn how with @jolypoa at our link in bio.

🏷 #watercolor #watertutorial #watercolorartist #handmade #diy #holidaycards #diycards #skillshare","['Beautiful love your work. What brand watercolor do you use?', '👏😍', '@mardelreycuentoautora , como tu Christmas']","['3w', '5w', '5w']","['knowingyouridentityinchrist', 'ramospriscila707', 'laura_dalay']","['0', '0', '0']",3,skillshare,615000.0
31,"Oct 24, 2023","Ever wish you could meet your favorite Skillshare teacher? Now you can spend quality time and receive 1-on-1 advice and coaching from them.

Whether it’s art, design, coding, or any other skill, this is your opportunity to get expert guidance tailored just for you. Book a 1-on-1 Session with your favorite teacher and take your skills to the next level through the link in bio💡 #careerdevelopment #creativity #skillshareteacher #skillshare",[],[],[],[],0,skillshare,615000.0
190,"Dec 20, 2023","Music helps shape every genre and generation… just ask @mikebarnes1994, musician and founder of @timeessex 🎶","['I don’t know if it’s because it’s Christmas Eve..but this made me very teary 🥲 beautiful video Mike, beautifully articulated.\n\nIt was wonderful to work with you, and hope we can again! Merry Christmas and thank you for the work you do 🎵❤️', '@mikebarnes1994 you are a gem. Love this.', 'This was so beautiful!! It was so wonderful to have you guys visit us in Colchester! Just such a shame we are that little bit too far away for you! We’d have you guys back in a heartbeat. The impact you had on our children was incredible ❤️', 'Mikey, this is so beautiful. So grateful to have known you for so many years, and can confirm you have always been an absolute gem. This video is so heart warming and watch a beautiful message too.\n\nAnd to answer your question in the video - music has changed my life, Becuase it always gives me a reason to carry on x', 'We love you Mikey🙌🏽', 'THANKS for making me cry @mikebarnes1994', 'I needed this today 🥹🫶🏼', 'I did not expect to tear up on a Wed afternoon, but here we are 😭😭 Love this @mikebarnes1994!', 'this is so amazing @mikebarnes1994 🥹', 'Love love love this!!!! XxX', 'Beautiful stuff guys ❤️', 'Thank you SO much @skillshare for allowing me to share my journey with TIME. It means so much 🧡']","['3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w']","['_hattie.coupe', 'sk_jen___', 'joanneandfreya', 'elenidrake', 'samiijabbar', 'alibeelouise', 'victoriasbrokesecret', 'ktsharp', 'fromtreetosea', 'nikki.noodles.7165', 'williamwallaceinsta', 'mikebarnes1994']","['0', '1 like', '0', '1 like', '1 like', '2 likes', '2 likes', '3 likes', '4 likes', '2 likes', '2 likes', '6 likes']",12,skillshare,615000.0
524,"Nov 16, 2023","No fancy cameras needed, just your trusty iPhone📱Get to know photographer @ebuka_mordi and discover his essential tips at our link in bio 🔗

#iphonephotography #photography #photoediting #skillshare","['❤️', 'Well said 🙌', 'Yaaaasss @ebuka_mordi !!!', '✨❤️❤️❤️✨ love it', 'Biggest 🔥', '🔥🔥🔥🔥👏👏👏👏', 'Sheesh😮\u200d💨🔥🔥', 'Bigman 🔥🔥🔥', 'Eeeeep!!!! GO, @ebuka_mordi', 'Shish !!!!!! Where the link at sign me up ❤️❤️', '🙌🙌🙌🔥', '🔥🔥🔥🔥', 'i love it', ""Pls this have to be said louder. We're always being stereotype because we shoot professionally with our smartphones and they said no matter what we aren't professional. But I stand to change that narrative with passion and determination. My page is a manifestation of hard work and support from other creatives and fans. Thank you so much @ebuka_mordi for this. I love you Br 🙌🙌🙌"", 'Yessirrrrr 🔥']","['4w', '7w', '8w', '8w', '8w', '8w', '8w', '8w', '8w', '8w', '8w', '8w', '8w', '8w', '8w']","['bro_ire', 'razrstudios_', 'adebayo.okeowo', 'mohamedalwazzan', 'madamme_president', 'ogbontarigi', 'k_moniy', 'mrwhyte_collectionz', 'mar.i.mun', 'tabansio', 'divamaka', 'ucheugo', 'ucheugo', 'dominicsvisuals', 'heykrak']","['1 like', '0', '0', '1 like', '0', '0', '0', '0', '0', '0', '0', '0', '1 like', '1 like', '1 like']",15,skillshare,615000.0
137,"Jan 2, 2024","Ringing in 2024 with all our creative energy 🎉 Happy New Year! Art by @esther.nariyoshi 🎨

#ProcreateDreams #DigitalArtist #Skillshareteacher",[],[],[],[],0,skillshare,615000.0
169,"Oct 13, 2023","Calling all content creators! Save this video for later 📁 In this tutorial, @flyenri shares video-safe zones for crafting videos for your social media platforms. 🚫📝

#socialmedia #socialmediatips #creator #creatortips #skillshare","['🙌 Great tip!', 'This is so useful!!! I took the screenshots so no more content covered by text 😍', ""Let's createeee! But being inside the safe zone 😁"", 'So helpful, I love his class about capcut 👍🏻']","['12w', '13w', '13w', '13w']","['lessonflyer', 'simonipdraws', 'flyenri', 'cheerypaintings']","['0', '1 like', '0', '0']",4,skillshare,615000.0
191,"Jan 8, 2024","Want the perfect pic of your furry friend? 🐕 Save these tips from professional dog photographer @thewaysofthedog!

#petphotograper #photography #photographer #skillshare","['You are on 🔥🔥 your dog portraits are on whole new level! Gorgeous you are the best', 'Ooooo 😍😍 Got to check this class out to be able to take wholesome shots of my furry fren!', 'Love these Jen!!', 'Your photos are amazing!! 😍❤️', 'OMG I KNOW HER!', 'Your dog portraits are so precious.', 'love these photo tips! 👏', '@thewaysofthedog is the best dog photographer!']","['3d', '5d', '6d', '6d', '1w', '1w', '1w', '1w']","['evansportrait', 'nilsartsy_cove', 'buddyinbrooklyn', 'ellenschaeferart', 'dtsphoto', 'cindyharter', 'ktsharp', 'nyc_bostonterriers']","['1 like', '1 like', '2 likes', '1 like', '1 like', '1 like', '1 like', '3 likes']",8,skillshare,615000.0
60,"Dec 5, 2023","POV: you’ve entered the realm of virtual reality 👾 Learn how to create your very own avatar alongside @TeflonSega at our link in bio.

🏷 #teflonsega #VR #avatar #skillshare","['So ready player one.', 'Feel like I need to make a skill share video series 👀', ""OP talent, OP teaching skills😝👌 lol but fr tho it's a dope class🙌 🙌🙌""]","['5w', '5w', '5w']","['trevorehlenbach', 'os.illustration', 'ujuuxunn']","['1 like', '0', '0']",3,skillshare,615000.0
194,"Oct 31, 2023","From thrift to thriller. We’re loving this spooky upcycled ghost painting by Tara Cole (tlctopcat on TikTok) 👻🎃🕸️

🏷️ #Spookydecor #Diyhalloween #Ghostpainting #Painting #Spookyseason #Halloween","['❤️😢😮😍❤️👏', 'Honestly a waste of beautiful paintings', 'A really fun idea! 😁']","['7w', '10w', '10w']","['mellymaye', 'stellavisual', 'jessyleeague']","['0', '2 likes', '2 likes']",3,skillshare,615000.0
61,"Oct 11, 2023","...our kind of schedule 💪 🧠 💻 ✨ ⁠
⁠
#skillshare #webdesign #design",['🔥🔥'],['9w'],['catherine_pl_art'],['0'],1,skillshare,615000.0
"5,183","Nov 17, 2023","If you’ve got big animation dreams, we’ve got big news ☁️

As artists everywhere wait for the launch of Procreate Dreams, we couldn’t be more excited to announce Skillshare as an official online learning partner for all your rich 2D animation, expressive video, and breathtaking story-making dreams.

Check out Procreate x Skillshare Live Sessions at our link in bio.

#ProcreateDreams #Animation #Skillshare","['Please change back the eyedropper keyboard shortcut to the Command key!! 🥲 It’s now the M key after the last Procreate update.\n\nIt’s been the Command key for years and this is very frustrating lol', 'Paguei R$ 84 no anual 🤯', 'Descobri graças a você @nmnader', 'How old were you when you noticed you can copy a comment jxt by clicking on it 3times 😁', 'Anyone please put me through 😢', ""Any discount on the product?! It's black Friday, for dream's sake😍"", ""but it doesn't record you actually drawing the line, right?"", 'What’s the tube? It’s great!', 'Hoping this will be available on replay for those of us who have day jobs! Please 🙏', ""Already pre-ordered! I can't attend the live session, please make it available later as well!"", 'How would I sign up?', '❤️❤️❤️❤️❤️❤️❤️', 'Where’s the link???', 'It’s so close!!!!!!!!!!', 'could u put persian subtitle in video?']","['6w', '6w', '6w', '7w', '7w', '7w', '7w', '7w', '7w', '7w', '7w', '8w', '8w', '8w', '8w']","['tiasketches', 'iamleonardobarbosa', 'iamleonardobarbosa', 'king_ch3rry', 'king_ch3rry', 'alvandcg', 'the777scout', 'aidenberglund', 'ms.chip', 'cognisant', '_oak._.heart', 'darktonecreation', 'fabiola.o.c', 'grateful_heartist', 'pineapple_aart']","['0', '0', '1 like', '1 like', '0', '0', '0', '0', '7 likes', '1 like', '0', '0', '1 like', '0', '0']",15,skillshare,615000.0
144,"Oct 11, 2023",Finding an artistic flow is a personal journey for every creative. Photographer @sophiajcarey reveals her essential elements to igniting that creative spark 💫 #creativity #photographer #skillshare,"['👏👏👏', 'Great advice @sophiajcarey', '👏❤️', 'Loveeee this!!!!', 'Absolutely love this ❤️ So proud of you 👏', '👏🏽❤️', 'Aww I love this @sophiajcarey ❤️', '❤️❤️❤️', '@sophiajcarey', 'Grow with the flow❤️']","['13w', '13w', '13w', '13w', '13w', '13w', '13w', '13w', '13w', '13w']","['cinestillfilm', 'darnelltemenu', 'jogodvan.eu', 'leeehastyy', 'jen_py13', 'keshloi.dj', 'koladetladipo', 'sophiajcarey', 'sophiacarey', 'innergizeyou']","['1 like', '1 like', '1 like', '2 likes', '2 likes', '1 like', '2 likes', '0', '2 likes', '2 likes']",10,skillshare,615000.0
354,"Oct 31, 2023","Reminder to look after your plants 🌱👀 @teflonsega gets a few plant care tips from fellow Skillshare teacher @plantkween 🪴

Want to dive into the virtual world yourself? Tap the link in bio to create your own 3D avatar with Teflon in his new class!

#teflonsega #metaverse #vtubing #3danimation #animation #unrealengine","['This is next level 🔥', 'Aha. I see you finally found a plant you like and it seems she likes you, too 😀', 'ur absurd🤣lol i love this(and the whole skillshare thing, obviously lol)🔥', '@teflonsega I think sey you be musician. Watin Dey sup\n\nBtw I love your music bro.', ""Nice! Also it's out already?""]","['10w', '10w', '10w', '10w', '10w']","['matt.carhart', 'milkahedgehog', 'ujuuxunn', 'arthurusbrown', 'frankmiranda88']","['0', '1 like', '3 likes', '2 likes', '2 likes']",5,skillshare,615000.0
62,"Dec 18, 2023",@martinmillerguitar + distortion pedal = 🎸rock magic 🎸,[],[],[],[],0,skillshare,615000.0
"3,142","Dec 13, 2023","I’m really excited to share my first @skillshare class with you all. This one is really special for me, as it’s my first instructional that is specifically addressed at beginners and early intermediates, who want to learn rock guitar. 🎸Any Skillshare member can check it out right now, just follow the link in my bio!","['What is sour favorite guitar string?', 'Red Ibanez?', 'I need this! Im stocked in the same stuff', '🔥', '🎸 🔥', ""At the moment I'm not playing guitar, but among current guitarists I listen to Nick Johnston and watch you on YouTube, your music makes a difference in my daily life. thank you for that!!"", '👏👏👏🙌', '🔥🔥', '🔥🔥🔥🔥', 'Martin you are absolutely awesome 🎸 ❤️🔥🔥🔥', 'Love it🔥🙌👏', 'SOS UN KPO', '🔥🔥🔥👏', '❤️']","['4w', '4w', '4w', '4w', '4w', '4w', '4w', '4w', '4w', '4w', '4w', '4w', '4d', '3w']","['jacob_nell_music', 'bahstr', 'rsaavedra2510', 'mikesalow', 'daniel_pombo', 'ggabrielmaia_', 'juan_bertrandguitar', 'vuralnkaan', 'mehmet_ozkeles_', 'massimosalvatore5', 'victormanuelmartinvoz', 'maxnezok', 'luisalbertomusic', 'simon.porcelana.fria']","['0', '0', '0', '0', '1 like', '1 like', '1 like', '1 like', '0', '1 like', '1 like', '0', '0', '0']",14,skillshare,615000.0
634,"Nov 29, 2023","It all starts with a sketch ✍️ Bring your characters to life with freelance Art Director & Illustrator Kirk Wallace (@bonehaus) in Adobe Illustrator. Check out his class now at our link in bio.

🧰 Tools Used:
Drawn on a @wacom cintiq 24QHD
Created in @adobedesign illustrator
Using @astutegraphics plug-ins.
Animated by @akahomebody in After Effects.

🏷️ #characteranimation #animation #aftereffects #digitalart #adobe #adobeillustrator #skillshare","['Actual drawing skills demonstrated by @bonehaus 😂 I love it.', 'It’s super fascinating how the software can remember behaviour and do reactions because of the knowledge.']","['6w', '6w']","['sk_jen___', 'o.matthias']","['2 likes', '1 like']",2,skillshare,615000.0
